page_name,page_id,total_ads,unique_ads,percent_unique,avg_words,avg_spend,per_ad_avg_spend,total_avg_impressions,per_ad_avg_impression,avg_ad_min_audience,avg_ad_runtime,avg_female_13_17,avg_female_18_24,avg_female_25_34,avg_female_35_44,avg_female_45_54,avg_female_55_64,avg_female_65_plus,avg_male_13_17,avg_male_18_24,avg_male_25_34,avg_male_35_44,avg_male_45_54,avg_male_55_64,avg_male_65_plus,avg_female,avg_male,avg_13_17,avg_18_24,avg_25_34,avg_35_44,avg_45_54,avg_55_64,avg_65_plus,avg_pha,avg_stc,avg_jhc,avg_plk,avg_kvk,avg_ulk,avg_lbk,avg_hkk,avg_pak,avg_vys,avg_jhm,avg_olk,avg_msk,avg_zlk
Tomáš Macura,1012758632220180,86,32,0.372,357,48557,565,876957,10197,71445,3,0,0.025,0.111,0.105,0.087,0.069,0.071,0,0.035,0.185,0.133,0.09,0.044,0.04,0.468,0.528,0,0.06,0.296,0.238,0.177,0.113,0.111,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hradiště je boží,470472843093069,82,39,0.476,86,16859,206,244959,2987,7513,5.2,0,0.097,0.133,0.117,0.098,0.069,0.045,0,0.076,0.127,0.099,0.056,0.028,0.026,0.558,0.412,0,0.172,0.26,0.216,0.154,0.097,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976
KDU - ČSL Český Krumlov,1422409994702320,82,53,0.646,112,15959,195,283959,3463,3928,4.8,0,0.183,0.149,0.093,0.071,0.035,0.025,0,0.136,0.13,0.075,0.055,0.021,0.017,0.557,0.434,0.001,0.319,0.279,0.168,0.125,0.056,0.042,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Společně pro Prahu 5,114402001282139,82,14,0.171,126,40159,490,830959,10134,100001,11.6,0,0.12,0.155,0.101,0.061,0.03,0.02,0.001,0.095,0.158,0.106,0.059,0.022,0.015,0.487,0.456,0.001,0.215,0.313,0.207,0.12,0.052,0.035,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0
Jiří Dušek - senátor,160225901192351,79,40,0.506,62,43560,551,402960,5101,127887,6.1,0,0.097,0.11,0.046,0.056,0.061,0.089,0,0.107,0.124,0.099,0.073,0.052,0.068,0.459,0.523,0,0.204,0.235,0.145,0.129,0.112,0.157,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.008,0.966,0.003,0.001,0.001
Lubomír Brož - poslanec a místostarosta Praha 5,107042794245314,79,60,0.759,139,38210,484,415460,5259,71710,3.5,0,0.008,0.056,0.129,0.149,0.134,0.159,0,0.011,0.055,0.094,0.081,0.055,0.053,0.635,0.349,0,0.018,0.111,0.223,0.229,0.19,0.212,0.975,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0,0.002,0.001,0.002,0.001
Společně pro Prahu 12,103054725736344,79,50,0.633,52,54710,693,386460,4892,250254,3.1,0.003,0.035,0.083,0.125,0.078,0.082,0.094,0.005,0.054,0.091,0.112,0.095,0.066,0.056,0.5,0.48,0.009,0.09,0.173,0.236,0.174,0.149,0.15,0.917,0.037,0.002,0.002,0.002,0.005,0.002,0.002,0.002,0.002,0.004,0.002,0.005,0.002
Svoboda a přímá demokracie  Liberecký kraj - SPD,1439143123070953,79,72,0.911,73,57260,725,710961,9000,186204,15.9,0,0.005,0.015,0.034,0.089,0.13,0.148,0,0.014,0.051,0.104,0.162,0.136,0.109,0.422,0.576,0,0.019,0.066,0.138,0.251,0.266,0.257,0.01,0.033,0.005,0.006,0.004,0.03,0.845,0.025,0.005,0.004,0.011,0.006,0.012,0.005
Starostové a nezávislí • STAN,370583064327,78,64,0.821,77,164211,2105,1930461,24750,522196,3.7,0,0.055,0.085,0.089,0.072,0.03,0.033,0,0.078,0.141,0.173,0.143,0.036,0.034,0.363,0.605,0,0.133,0.226,0.262,0.215,0.066,0.067,0.155,0.101,0.056,0.057,0.036,0.066,0.03,0.055,0.051,0.047,0.117,0.057,0.094,0.052
Jan Dohnal - kandidát na primátora Ostravy,106614128268751,76,37,0.487,86,108262,1424,1080462,14217,93427,13.4,0,0.096,0.139,0.102,0.024,0.018,0.017,0,0.126,0.272,0.152,0.025,0.012,0.01,0.397,0.599,0,0.223,0.412,0.254,0.049,0.03,0.028,0.007,0.008,0.005,0.005,0.003,0.008,0.003,0.004,0.003,0.003,0.007,0.004,0.936,0.004
Martin Sedeke místostarosta Prahy 11,100760001626922,75,40,0.533,184,86212,1149,924962,12333,25601,8.7,0,0.07,0.127,0.117,0.072,0.039,0.043,0,0.074,0.156,0.128,0.077,0.032,0.031,0.468,0.498,0,0.144,0.284,0.245,0.149,0.071,0.074,0.973,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomáš Březina,107459941935424,75,51,0.68,80,2330012,31067,21917464,292233,696136,10.3,0,0.082,0.088,0.068,0.065,0.052,0.048,0,0.13,0.17,0.122,0.087,0.047,0.035,0.402,0.592,0,0.212,0.258,0.189,0.152,0.098,0.084,0.169,0.145,0.036,0.035,0.033,0.084,0.029,0.048,0.043,0.028,0.123,0.057,0.132,0.038
Chomutovská koalice,101729038539214,74,42,0.568,213,35913,485,474963,6418,10001,3.7,0,0.049,0.048,0.064,0.091,0.106,0.099,0,0.081,0.111,0.114,0.106,0.067,0.058,0.458,0.538,0,0.13,0.159,0.178,0.198,0.173,0.158,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Palác Akropolis,108367562692,74,8,0.108,250,31963,432,380963,5148,117339,2,0,0.065,0.109,0.072,0.054,0.05,0.061,0,0.084,0.212,0.13,0.069,0.042,0.043,0.411,0.58,0,0.149,0.321,0.202,0.123,0.092,0.104,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Solidarita pro Prahu 5,879538528813642,74,27,0.365,102,17863,241,202963,2743,28244,4.1,0,0.051,0.117,0.112,0.07,0.035,0.034,0,0.074,0.148,0.121,0.077,0.026,0.02,0.419,0.465,0,0.125,0.265,0.233,0.147,0.061,0.054,0.892,0,0,0,0,0,0,0,0,0,0,0,0,0
Spolu21,100201752249169,74,38,0.514,41,57463,777,948963,12824,75001,4,0,0.022,0.036,0.044,0.062,0.04,0,0,0.135,0.209,0.187,0.176,0.082,0,0.206,0.788,0,0.157,0.245,0.232,0.238,0.122,0,0.207,0.105,0.053,0.047,0.024,0.077,0.042,0.048,0.048,0.041,0.133,0.048,0.079,0.047
Znojmáci - Znojmo srdcem a rozumem,1640530606044985,74,62,0.838,196,9763,132,206963,2797,14731,2.9,0,0.078,0.096,0.105,0.109,0.082,0.068,0,0.066,0.124,0.109,0.082,0.041,0.034,0.539,0.456,0,0.144,0.221,0.214,0.191,0.123,0.102,0,0,0,0,0,0,0,0,0,0.009,0.99,0,0,0
Piráti České Budějovice,153535188480725,72,49,0.681,166,50064,695,482964,6708,31255,5.8,0,0.095,0.102,0.081,0.055,0.037,0.039,0,0.128,0.197,0.12,0.063,0.031,0.031,0.41,0.57,0,0.223,0.299,0.201,0.119,0.068,0.07,0,0,0.986,0,0,0,0,0,0,0,0,0,0,0
SPOLU Pardubice,108115708593293,72,56,0.778,78,96164,1336,944464,13118,69376,3.6,0,0.113,0.09,0.084,0.094,0.085,0.025,0,0.088,0.108,0.102,0.097,0.067,0.013,0.492,0.475,0,0.201,0.199,0.186,0.191,0.152,0.038,0,0,0,0,0,0,0,0.027,0.945,0,0,0,0,0
Zbyněk Stanjura,134443820058669,72,36,0.5,78,100064,1390,1547464,21493,75001,4.2,0,0.011,0.031,0.048,0.066,0.042,0,0,0.111,0.23,0.203,0.176,0.078,0,0.197,0.797,0,0.122,0.261,0.25,0.241,0.12,0,0.226,0.105,0.052,0.046,0.024,0.072,0.04,0.049,0.046,0.041,0.135,0.045,0.072,0.046
Ministerstvo vnitra,183947234987295,71,30,0.423,36,48514,683,659464,9288,120923,14,0,0.052,0.084,0.075,0.058,0.033,0.024,0,0.053,0.146,0.143,0.088,0.045,0.026,0.326,0.501,0,0.106,0.23,0.218,0.146,0.078,0.05,0.249,0.083,0.038,0.046,0.026,0.066,0.039,0.029,0.039,0.035,0.077,0.025,0.044,0.024
Plzeň SPOLU,102212972529410,71,46,0.648,55,50264,708,467964,6591,83208,5.9,0,0.021,0.106,0.113,0.062,0.053,0.052,0,0.062,0.13,0.132,0.114,0.066,0.042,0.407,0.547,0,0.083,0.236,0.245,0.176,0.119,0.094,0.027,0.014,0.006,0.866,0.006,0.005,0.004,0.003,0.004,0.004,0.007,0.003,0.006,0.003
David Pokorný - lídr Fakt Brno,1675252432766963,70,66,0.943,34,45865,655,850465,12150,88218,5.1,0,0.159,0.192,0.054,0.003,0.002,0.002,0,0.166,0.315,0.087,0.006,0.003,0.004,0.412,0.581,0,0.325,0.506,0.141,0.01,0.004,0.006,0.005,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.975,0.002,0.003,0.002
"Lenka Jüngling, kandidátka na primátorku města Přerova",104022902208605,70,60,0.857,118,17765,254,179965,2571,5528,4.2,0,0.132,0.152,0.132,0.059,0.007,0.006,0,0.135,0.181,0.128,0.054,0.004,0.004,0.488,0.506,0,0.267,0.333,0.26,0.113,0.012,0.01,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0.001
ODS pro Zlín,216195355109791,70,39,0.557,45,41965,600,271965,3885,10644,4.3,0,0.076,0.194,0.129,0.079,0.033,0.032,0,0.068,0.159,0.095,0.05,0.021,0.017,0.543,0.41,0,0.144,0.353,0.224,0.129,0.054,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957
Ostravak,1812098778828241,70,52,0.743,45,48465,692,836465,11950,133417,5.4,0,0.068,0.112,0.123,0.112,0.094,0.089,0,0.049,0.086,0.081,0.068,0.039,0.033,0.597,0.357,0,0.117,0.198,0.204,0.18,0.133,0.123,0,0,0,0,0,0,0,0,0,0,0,0.002,0.948,0.003
Piráti Praha,587682004653785,70,58,0.829,91,95515,1364,2316965,33100,259047,7.5,0,0.094,0.106,0.069,0.044,0.028,0.029,0,0.086,0.174,0.128,0.075,0.031,0.028,0.37,0.523,0,0.181,0.279,0.197,0.119,0.059,0.057,0.842,0.025,0.003,0.003,0.001,0.004,0.002,0.002,0.002,0.002,0.004,0.002,0.004,0.002
